Date,Daily Average Temperature (F),Daily Maximum Temperature (F),Daily Minimum Temperature (F),Date
"41,119.00",73,81,65,
"41,120.00",79.5,87,72,
"41,121.00",73,77,69,
"41,122.00",78,88,68,
"41,123.00",80.5,89,72,
"41,124.00",78,85,71,
"41,125.00",79.5,88,71,
"41,126.00",72,80,64,
"41,127.00",72.5,85,60,
"41,128.00",78.5,91,66,
"41,129.00",73.5,77,70,
"41,130.00",66.5,71,62,
"41,131.00",66.5,73,60,
"41,132.00",66,76,56,
"41,133.00",69.5,78,61,
"41,134.00",65.5,70,61,
"41,135.00",67.5,77,58,
"41,136.00",74,84,64,
"41,137.00",69.5,76,63,
"41,138.00",65.5,74,57,
"41,139.00",65.5,76,55,
"41,140.00",66.5,75,58,
"41,141.00",64.5,72,57,
"41,142.00",66.5,77,56,
"41,143.00",69.5,81,58,
"41,144.00",77.5,89,66,
"41,145.00",79,88,70,
"41,146.00",77.5,89,66,
"41,147.00",75,78,72,
"41,148.00",77,86,68,
"41,149.00",69,76,62,
"41,150.00",72.5,82,63,
"41,151.00",79,91,67,
"41,152.00",80,92,68,
"41,153.00",71,74,68,
"41,154.00",74.5,80,69,
"41,155.00",75,83,67,
"41,156.00",75,85,65,
"41,157.00",71.5,78,65,
"41,158.00",73,81,65,
"41,159.00",67,77,57,
"41,160.00",61,70,52,
"41,161.00",61,69,53,
"41,162.00",65,75,55,
"41,163.00",70.5,83,58,
"41,164.00",75,86,64,
"41,165.00",58.5,64,53,
"41,166.00",62.5,75,50,
"41,167.00",62,74,50,
"41,168.00",65.5,76,55,
"41,169.00",64,77,51,
"41,170.00",51,59,43,
"41,171.00",55.5,72,39,
"41,172.00",59.5,69,50,
"41,173.00",53.5,58,49,
"41,174.00",50,58,42,
"41,175.00",49.5,58,41,
"41,176.00",54.5,70,39,
"41,177.00",65,79,51,
"41,178.00",55.5,62,49,
"41,179.00",54.5,60,49,
"41,180.00",56.5,64,49,
"41,181.00",63,75,51,
"41,182.00",55,63,47,
"41,183.00",55.5,65,46,
"41,184.00",57,65,49,
"41,185.00",60.5,67,54,
"41,186.00",63.5,79,48,
"41,187.00",46,52,40,
"41,188.00",42.5,47,38,
"41,189.00",42.5,50,35,
"41,190.00",47,61,33,
"41,191.00",53,64,42,
"41,192.00",43,49,37,
"41,193.00",52.5,65,40,
"41,194.00",42,50,34,
"41,195.00",54.5,64,45,
"41,196.00",57.5,67,48,
"41,197.00",47,52,42,
"41,198.00",50.5,63,38,
"41,199.00",61.5,69,54,
"41,200.00",49,54,44,
"41,201.00",46,50,42,
"41,202.00",50,58,42,
"41,203.00",47,59,35,
"41,204.00",53.5,60,47,
"41,205.00",54.5,58,51,
"41,206.00",64.5,76,53,
"41,207.00",57,73,41,
"41,208.00",42.5,49,36,
"41,209.00",38,44,32,
"41,210.00",41.5,47,36,
"41,211.00",41.5,48,35,
"41,212.00",41,45,37,
"41,213.00",41,48,34,
"41,214.00",43.5,53,34,
"41,215.00",38.5,44,33,
"41,216.00",37.5,44,31,
"41,217.00",37.5,45,30,
"41,218.00",35.5,42,29,
"41,219.00",36.5,43,30,
"41,220.00",41.5,46,37,
"41,221.00",40.5,44,37,
"41,222.00",40,48,32,
"41,223.00",56.5,65,48,
"41,224.00",53,67,39,
"41,225.00",32.5,39,26,
"41,226.00",30,38,22,
"41,227.00",37,45,29,
"41,228.00",40,49,31,
"41,229.00",39.5,48,31,
"41,230.00",40,53,27,
"41,231.00",41.5,53,30,
"41,232.00",44.5,53,36,
"41,233.00",43,52,34,
"41,234.00",46.5,59,34,
"41,235.00",53.5,63,44,
"41,236.00",35.5,44,27,
"41,237.00",27,30,24,
"41,238.00",32.5,40,25,
"41,239.00",25.5,31,20,
"41,240.00",23.5,31,16,
"41,241.00",33.5,41,26,
"41,242.00",41.5,51,32,
"41,243.00",42,44,40,
"41,244.00",49,58,40,
"41,245.00",49,59,39,
"41,246.00",54.5,65,44,
"41,247.00",43,56,30,
"41,248.00",30,36,24,
"41,249.00",38.5,44,33,
"41,250.00",39.5,43,36,
"41,251.00",35.5,38,33,
"41,252.00",36.5,38,35,
"41,253.00",33.5,37,30,
"41,254.00",29.5,34,25,
"41,255.00",36.5,45,28,
"41,256.00",40,48,32,
"41,257.00",34.5,44,25,
"41,258.00",42,47,37,
"41,259.00",42,47,37,
"41,260.00",32.5,38,27,
"41,261.00",31.5,36,27,
"41,262.00",32.5,38,27,
"41,263.00",37.5,42,33,
"41,264.00",26.5,34,19,
"41,265.00",22,29,15,
"41,266.00",24,28,20,
"41,267.00",26.5,30,23,
"41,268.00",26,31,21,
"41,269.00",28.5,31,26,
"41,270.00",27.5,29,26,
"41,271.00",30.5,33,28,
"41,272.00",25,30,20,
"41,273.00",21,31,11,
"41,274.00",23.5,33,14,
"41,275.00",12.5,18,7,
"41,276.00",17,27,7,
"41,277.00",21.5,27,16,
"41,278.00",21.5,30,13,
"41,279.00",27,36,18,
"41,280.00",27.5,35,20,
"41,281.00",28.5,39,18,
"41,282.00",33.5,40,27,
"41,283.00",36,43,29,
"41,284.00",31.5,40,23,
"41,285.00",44.5,51,38,
"41,286.00",40,52,28,
"41,287.00",21,28,14,
"41,288.00",19,27,11,
"41,289.00",22.5,30,15,
"41,290.00",26,34,18,
"41,291.00",24,31,17,
"41,292.00",28,42,14,
"41,293.00",32,44,20,
"41,294.00",14,20,8,
"41,295.00",5,12,-2,
"41,296.00",1.5,8,-5,
"41,297.00",11.5,19,4,
"41,298.00",11.5,20,3,
"41,299.00",21,25,17,
"41,300.00",19,27,11,
"41,301.00",29,34,24,
"41,302.00",37.5,44,31,
"41,303.00",48.5,60,37,
"41,304.00",28,38,18,
"41,305.00",11.5,18,5,
"41,306.00",4,9,-1,
"41,307.00",11,14,8,
"41,308.00",14,20,8,
"41,309.00",15,20,10,
"41,310.00",17,29,5,
"41,311.00",20,35,5,
"41,312.00",29.5,34,25,
"41,313.00",22.5,26,19,
"41,314.00",20,30,10,
"41,315.00",34.5,43,26,
"41,316.00",35,42,28,
"41,317.00",25.5,29,22,
"41,318.00",31,41,21,
"41,319.00",33.5,37,30,
"41,320.00",23,30,16,
"41,321.00",14.5,20,9,
"41,322.00",18.5,29,8,
"41,323.00",38.5,48,29,
"41,324.00",21.5,34,9,
"41,325.00",14.5,22,7,
"41,326.00",23,28,18,
"41,327.00",28.5,32,25,
"41,328.00",26,30,22,
"41,329.00",29,39,19,
"41,330.00",28.5,38,19,
"41,331.00",33,34,32,
"41,332.00",32.5,34,31,
"41,333.00",30,34,26,
"41,334.00",25,27,23,
"41,335.00",23,28,18,
"41,336.00",21,29,13,
"41,337.00",22.5,31,14,
"41,338.00",30,32,28,
"41,339.00",31,35,27,
"41,340.00",29.5,35,24,
"41,341.00",27,36,18,
"41,342.00",35,39,31,
"41,343.00",39,43,35,
"41,344.00",35.5,39,32,
"41,345.00",29.5,34,25,
"41,346.00",26.5,32,21,
"41,347.00",27.5,34,21,
"41,348.00",33.5,38,29,
"41,349.00",27.5,30,25,
"41,350.00",26,30,22,
"41,351.00",27,34,20,
"41,352.00",22.5,31,14,
"41,353.00",16.5,21,12,
"41,354.00",21.5,30,13,
"41,355.00",25.5,33,18,
"41,356.00",29,35,23,
"41,357.00",32.5,35,30,
"41,358.00",32.5,35,30,
"41,359.00",36,41,31,
"41,360.00",38.5,44,33,
"41,361.00",37,45,29,
"41,362.00",39,49,29,
"41,363.00",42.5,57,28,
"41,364.00",42.5,53,32,
"41,365.00",31.5,37,26,
"41,366.00",34,42,26,
"41,367.00",32,39,25,
"41,368.00",43,58,28,
"41,369.00",37.5,42,33,
"41,370.00",48,61,35,
"41,371.00",44,53,35,
"41,372.00",43,50,36,
"41,373.00",37,39,35,
"41,374.00",36,38,34,
"41,375.00",36.5,38,35,
"41,376.00",39.5,43,36,
"41,377.00",35,40,30,
"41,378.00",39.5,49,30,
"41,379.00",52,62,42,
"41,380.00",45,54,36,
"41,381.00",40.5,44,37,
"41,382.00",46.5,54,39,
"41,383.00",36,41,31,
"41,384.00",35.5,43,28,
"41,385.00",38,45,31,
"41,386.00",48.5,58,39,
"41,387.00",46.5,56,37,
"41,388.00",43.5,52,35,
"41,389.00",46,53,39,
"41,390.00",52.5,68,37,
"41,391.00",54.5,62,47,
"41,392.00",54.5,63,46,
"41,393.00",60.5,72,49,
"41,394.00",67.5,85,50,
"41,395.00",62,81,43,
"41,396.00",42.5,47,38,
"41,397.00",40.5,44,37,
"41,398.00",50.5,58,43,
"41,399.00",51.5,60,43,
"41,400.00",56,66,46,
"41,401.00",58.5,69,48,
"41,402.00",61,76,46,
"41,403.00",55.5,70,41,
"41,404.00",42.5,44,41,
"41,405.00",47.5,55,40,
"41,406.00",45,53,37,
"41,407.00",42,51,33,
"41,408.00",64.5,78,51,
"41,409.00",66.5,77,56,
"41,410.00",62.5,74,51,
"41,411.00",51,56,46,
"41,412.00",57.5,67,48,
"41,413.00",65.5,79,52,
"41,414.00",74,86,62,
"41,415.00",72,81,63,
"41,416.00",58,66,50,
"41,417.00",46.5,52,41,
"41,418.00",44.5,51,38,
"41,419.00",48.5,55,42,
"41,420.00",49.5,60,39,
"41,421.00",51.5,54,49,
"41,422.00",62,75,49,
"41,423.00",66,79,53,
"41,424.00",75,86,64,
"41,425.00",71,80,62,
"41,426.00",69.5,77,62,
"41,427.00",55,66,44,
"41,428.00",53.5,66,41,
"41,429.00",58.5,67,50,
"41,430.00",55,60,50,
"41,431.00",54.5,57,52,
"41,432.00",57.5,66,49,
"41,433.00",56.5,64,49,
"41,434.00",61.5,72,51,
"41,435.00",63.5,70,57,
"41,436.00",72,85,59,
"41,437.00",64,71,57,
"41,438.00",61.5,68,55,
"41,439.00",60,67,53,
"41,440.00",63.5,73,54,
"41,441.00",76.5,85,68,
"41,442.00",70,85,55,
"41,443.00",58.5,64,53,
"41,444.00",59.5,70,49,
"41,445.00",67,78,56,
"41,446.00",71.5,78,65,
"41,447.00",70,77,63,
"41,448.00",77.5,88,67,
"41,449.00",75,81,69,
"41,450.00",74,81,67,
"41,451.00",70,75,65,
"41,452.00",75.5,88,63,
"41,453.00",72,80,64,
"41,454.00",65,69,61,
"41,455.00",65.5,70,61,
"41,456.00",67,74,60,
"41,457.00",63.5,69,58,
"41,458.00",63,66,60,
"41,459.00",70.5,80,61,
"41,460.00",75.5,84,67,
"41,461.00",74.5,83,66,
"41,462.00",80.5,90,71,
"41,463.00",78.5,88,69,
"41,464.00",76,84,68,
"41,465.00",74,80,68,
"41,466.00",70,79,61,
"41,467.00",67,78,56,
"41,468.00",70.5,81,60,
"41,469.00",75,84,66,
"41,470.00",78,85,71,
"41,471.00",84,93,75,
"41,472.00",87,95,79,
"41,473.00",87,95,79,
"41,474.00",86.5,94,79,
"41,475.00",75,83,67,
"41,476.00",70,76,64,
"41,477.00",75,86,64,
"41,478.00",69,76,62,
"41,479.00",63.5,70,57,
"41,480.00",67.5,79,56,
"41,481.00",67.5,72,63,
"41,482.00",60,64,56,
"41,483.00",61.5,69,54,
"41,484.00",63,68,58,
"41,485.00",64.5,73,56,
"41,486.00",70.5,77,64,
"41,487.00",71,79,63,
"41,488.00",72.5,82,63,
"41,489.00",68,76,60,
"41,490.00",65.5,71,60,
"41,491.00",66.5,75,58,
"41,492.00",74,84,64,
"41,493.00",72.5,81,64,
"41,494.00",68,74,62,
"41,495.00",70,81,59,
"41,496.00",66.5,74,59,
"41,497.00",65.5,73,58,
"41,498.00",70,77,63,
"41,499.00",61,68,54,
"41,500.00",60.5,68,53,
"41,501.00",66.5,76,57,
"41,502.00",69,77,61,
"41,503.00",67,77,57,
"41,504.00",67.5,78,57,
"41,505.00",73.5,84,63,
"41,506.00",76,86,66,
"41,507.00",79,89,69,
"41,508.00",69,76,62,
"41,509.00",67,76,58,
"41,510.00",68,79,57,
"41,511.00",79,90,68,
"41,512.00",82,90,74,
"41,513.00",84,95,73,
"41,514.00",73,77,69,
"41,515.00",75.5,84,67,
"41,516.00",81.5,95,68,
"41,517.00",70,75,65,
"41,518.00",74,85,63,
"41,519.00",66,73,59,
"41,520.00",65,76,54,
"41,521.00",70,82,58,
"41,522.00",62.5,68,57,
"41,523.00",68.5,84,53,
"41,524.00",76.5,84,69,
"41,525.00",69.5,72,67,
"41,526.00",76.5,84,69,
"41,527.00",86.5,95,78,
"41,528.00",76,83,69,
"41,529.00",65,74,56,
"41,530.00",55.5,62,49,
"41,531.00",58,70,46,
"41,532.00",58,62,54,
"41,533.00",54,62,46,
"41,534.00",56.5,66,47,
"41,535.00",70,79,61,
"41,536.00",74.5,81,68,
"41,537.00",67.5,75,60,
"41,538.00",55.5,61,50,
"41,539.00",52.5,60,45,
"41,540.00",54.5,61,48,
"41,541.00",58.5,66,51,
"41,542.00",58.5,66,51,
"41,543.00",60.5,71,50,
"41,544.00",62,74,50,
"41,545.00",67,78,56,
"41,546.00",58,66,50,
"41,547.00",58,71,45,
"41,548.00",69.5,82,57,
"41,549.00",62,73,51,
"41,550.00",67.5,77,58,
"41,551.00",64.5,69,60,
"41,552.00",66.5,71,62,
"41,553.00",56,65,47,
"41,554.00",57,66,48,
"41,555.00",57.5,72,43,
"41,556.00",59,69,49,
"41,557.00",57,69,45,
"41,558.00",59.5,69,50,
"41,559.00",58,70,46,
"41,560.00",52,62,42,
"41,561.00",50,59,41,
"41,562.00",54.5,61,48,
"41,563.00",51,56,46,
"41,564.00",47,52,42,
"41,565.00",46,51,41,
"41,566.00",47.5,54,41,
"41,567.00",43.5,52,35,
"41,568.00",42,50,34,
"41,569.00",39,47,31,
"41,570.00",37.5,44,31,
"41,571.00",39,44,34,
"41,572.00",41.5,51,32,
"41,573.00",48,54,42,
"41,574.00",44.5,54,35,
"41,575.00",41,45,37,
"41,576.00",43.5,50,37,
"41,577.00",52,64,40,
"41,578.00",54.5,63,46,
"41,579.00",46,48,44,
"41,580.00",43.5,48,39,
"41,581.00",41.5,51,32,
"41,582.00",50,54,46,
"41,583.00",52,56,48,
"41,584.00",45.5,57,34,
"41,585.00",38.5,43,34,
"41,586.00",36.5,47,26,
"41,587.00",48.5,55,42,
"41,588.00",44,49,39,
"41,589.00",35.5,46,25,
"41,590.00",27,32,22,
"41,591.00",31,41,21,
"41,592.00",40,48,32,
"41,593.00",46.5,54,39,
"41,594.00",49,60,38,
"41,595.00",53.5,65,42,
"41,596.00",35.5,42,29,
"41,597.00",31,37,25,
"41,598.00",37.5,43,32,
"41,599.00",43,47,39,
"41,600.00",35,42,28,
"41,601.00",21,28,14,
"41,602.00",18.5,26,11,
"41,603.00",26.5,31,22,
"41,604.00",25,33,17,
"41,605.00",20.5,28,13,
"41,606.00",25,29,21,
"41,607.00",24.5,33,16,
"41,608.00",36,47,25,
"41,609.00",33.5,39,28,
"41,610.00",33,41,25,
"41,611.00",38,41,35,
"41,612.00",46,53,39,
"41,613.00",28.5,39,18,
"41,614.00",14,18,10,
"41,615.00",10.5,17,4,
"41,616.00",19.5,28,11,
"41,617.00",13,26,0,
"41,618.00",8,20,-4,
"41,619.00",9,18,0,
"41,620.00",8,18,-2,
"41,621.00",22.5,29,16,
"41,622.00",25,29,21,
"41,623.00",13,22,4,
"41,624.00",9.5,19,0,
"41,625.00",24.5,34,15,
"41,626.00",24,34,14,
"41,627.00",30,35,25,
"41,628.00",30.5,33,28,
"41,629.00",30.5,34,27,
"41,630.00",26.5,32,21,
"41,631.00",12.5,22,3,
"41,632.00",11,20,2,
"41,633.00",19.5,24,15,
"41,634.00",21,28,14,
"41,635.00",27,39,15,
"41,636.00",33.5,42,25,
"41,637.00",22,40,4,
"41,638.00",1,7,-5,
"41,639.00",6,10,2,
"41,640.00",12,19,5,
"41,641.00",11,19,3,
"41,642.00",7.5,19,-4,
"41,643.00",21.5,30,13,
"41,644.00",9,22,-4,
"41,645.00",-8.5,-4,-13,
"41,646.00",-6.5,1,-14,
"41,647.00",2.5,11,-6,
"41,648.00",8,25,-9,
"41,649.00",31.5,39,24,
"41,650.00",34,38,30,
"41,651.00",33,40,26,
"41,652.00",35.5,44,27,
"41,653.00",27,35,19,
"41,654.00",15.5,19,12,
"41,655.00",25.5,33,18,
"41,656.00",16,22,10,
"41,657.00",16,24,8,
"41,658.00",22.5,34,11,
"41,659.00",19.5,33,6,
"41,660.00",5,10,0,
"41,661.00",7,14,0,
"41,662.00",3.5,11,-4,
"41,663.00",10.5,28,-7,
"41,664.00",17.5,30,5,
"41,665.00",15.5,26,5,
"41,666.00",-1,6,-8,
"41,667.00",-5,2,-12,
"41,668.00",10,22,-2,
"41,669.00",26,31,21,
"41,670.00",15.5,21,10,
"41,671.00",19,23,15,
"41,672.00",10.5,20,1,
"41,673.00",8.5,20,-3,
"41,674.00",16.5,25,8,
"41,675.00",17,25,9,
"41,676.00",5,10,0,
"41,677.00",5,13,-3,
"41,678.00",8,14,2,
"41,679.00",12.5,20,5,
"41,680.00",4,10,-2,
"41,681.00",6,14,-2,
"41,682.00",12,22,2,
"41,683.00",25.5,30,21,
"41,684.00",18.5,24,13,
"41,685.00",13.5,22,5,
"41,686.00",21,24,18,
"41,687.00",24,26,22,
"41,688.00",31.5,47,16,
"41,689.00",37,46,28,
"41,690.00",37.5,42,33,
"41,691.00",29,37,21,
"41,692.00",24.5,31,18,
"41,693.00",19,26,12,
"41,694.00",16.5,23,10,
"41,695.00",12,19,5,
"41,696.00",7.5,15,0,
"41,697.00",7.5,15,0,
"41,698.00",12,26,-2,
"41,699.00",15.5,23,8,
"41,700.00",6,10,2,
"41,701.00",8.5,18,-1,
"41,702.00",16.5,23,10,
"41,703.00",17.5,19,16,
"41,704.00",19.5,24,15,
"41,705.00",30.5,44,17,
"41,706.00",26,33,19,
"41,707.00",29.5,41,18,
"41,708.00",47,55,39,
"41,709.00",41,49,33,
"41,710.00",25,33,17,
"41,711.00",26,38,14,
"41,712.00",45.5,53,38,
"41,713.00",30.5,39,22,
"41,714.00",19,22,16,
"41,715.00",24.5,32,17,
"41,716.00",35,41,29,
"41,717.00",37,40,34,
"41,718.00",36.5,45,28,
"41,719.00",33.5,41,26,
"41,720.00",31,39,23,
"41,721.00",22.5,29,16,
"41,722.00",26.5,35,18,
"41,723.00",22,27,17,
"41,724.00",26.5,38,15,
"41,725.00",42,49,35,
"41,726.00",41,50,32,
"41,727.00",33,38,28,
"41,728.00",36.5,52,21,
"41,729.00",46,58,34,
"41,730.00",41.5,53,30,
"41,731.00",33,38,28,
"41,732.00",35,37,33,
"41,733.00",37,42,32,
"41,734.00",39.5,49,30,
"41,735.00",44.5,56,33,
"41,736.00",43.5,53,34,
"41,737.00",48.5,58,39,
"41,738.00",46,62,30,
"41,739.00",55,65,45,
"41,740.00",50.5,67,34,
"41,741.00",44,50,38,
"41,742.00",45,53,37,
"41,743.00",33.5,39,28,
"41,744.00",29,35,23,
"41,745.00",34.5,45,24,
"41,746.00",47.5,56,39,
"41,747.00",39,44,34,
"41,748.00",43.5,53,34,
"41,749.00",60.5,75,46,
"41,750.00",65,73,57,
"41,751.00",46,57,35,
"41,752.00",39,45,33,
"41,753.00",44.5,52,37,
"41,754.00",54,67,41,
"41,755.00",41,45,37,
"41,756.00",43,47,39,
"41,757.00",42.5,45,40,
"41,758.00",45,52,38,
"41,759.00",48.5,55,42,
"41,760.00",45,50,40,
"41,761.00",49.5,52,47,
"41,762.00",55,64,46,
"41,763.00",48,55,41,
"41,764.00",42,45,39,
"41,765.00",44.5,51,38,
"41,766.00",47.5,52,43,
"41,767.00",63,81,45,
"41,768.00",63,73,53,
"41,769.00",56.5,67,46,
"41,770.00",64.5,80,49,
"41,771.00",66.5,81,52,
"41,772.00",59,66,52,
"41,773.00",48.5,54,43,
"41,774.00",45,54,36,
"41,775.00",42,48,36,
"41,776.00",51.5,61,42,
"41,777.00",59.5,71,48,
"41,778.00",56.5,65,48,
"41,779.00",66.5,84,49,
"41,780.00",68,86,50,
"41,781.00",55.5,62,49,
"41,782.00",53,62,44,
"41,783.00",57.5,69,46,
"41,784.00",61,73,49,
"41,785.00",73,85,61,
"41,786.00",65.5,79,52,
"41,787.00",55,60,50,
"41,788.00",57,67,47,
"41,789.00",62,74,50,
"41,790.00",66.5,79,54,
"41,791.00",73.5,84,63,
"41,792.00",75,82,68,
"41,793.00",68.5,78,59,
"41,794.00",60,68,52,
"41,795.00",61,73,49,
"41,796.00",67.5,77,58,
"41,797.00",65.5,78,53,
"41,798.00",58.5,64,53,
"41,799.00",58,66,50,
"41,800.00",55.5,60,51,
"41,801.00",53.5,56,51,
"41,802.00",66,80,52,
"41,803.00",62.5,72,53,
"41,804.00",59.5,70,49,
"41,805.00",69.5,83,56,
"41,806.00",75,86,64,
"41,807.00",76.5,86,67,
"41,808.00",64,74,54,
"41,809.00",60,67,53,
"41,810.00",65,76,54,
"41,811.00",62,70,54,
"41,812.00",61,68,54,
"41,813.00",64.5,74,55,
"41,814.00",68,80,56,
"41,815.00",57.5,61,54,
"41,816.00",60.5,68,53,
"41,817.00",64,75,53,
"41,818.00",73,82,64,
"41,819.00",76.5,84,69,
"41,820.00",77,87,67,
"41,821.00",73,80,66,
"41,822.00",59.5,66,53,
"41,823.00",65,73,57,
"41,824.00",64,72,56,
"41,825.00",67,78,56,
"41,826.00",72,82,62,
"41,827.00",79.5,86,73,
"41,828.00",73.5,81,66,
"41,829.00",65.5,75,56,
"41,830.00",64,71,57,
"41,831.00",69.5,80,59,
"41,832.00",72,77,67,
"41,833.00",74.5,84,65,
"41,834.00",69,79,59,
"41,835.00",61.5,69,54,
"41,836.00",63,71,55,
"41,837.00",66.5,75,58,
"41,838.00",65.5,74,57,
"41,839.00",67,77,57,
"41,840.00",69.5,80,59,
"41,841.00",74,84,64,
"41,842.00",76,89,63,
"41,843.00",63,69,57,
"41,844.00",63,71,55,
"41,845.00",67,75,59,
"41,846.00",72.5,82,63,
"41,847.00",73,84,62,
"41,848.00",61,66,56,
"41,849.00",69,79,59,
"41,850.00",64,69,59,
"41,851.00",71.5,83,60,
"41,852.00",71,83,59,
"41,853.00",67.5,79,56,
"41,854.00",73.5,85,62,
"41,855.00",68,72,64,
"41,856.00",67.5,74,61,
"41,857.00",66.5,75,58,
"41,858.00",67,75,59,
"41,859.00",69.5,77,62,
"41,860.00",70,75,65,
"41,861.00",69,75,63,
"41,862.00",71,78,64,
"41,863.00",64,69,59,
"41,864.00",67,76,58,
"41,865.00",62,68,56,
"41,866.00",67.5,79,56,
"41,867.00",73.5,85,62,
"41,868.00",64,67,61,
"41,869.00",69.5,79,60,
"41,870.00",74,83,65,
"41,871.00",73.5,81,66,
"41,872.00",71,77,65,
"41,873.00",76,83,69,
"41,874.00",71.5,75,68,
"41,875.00",73.5,77,70,
"41,876.00",76,81,71,
"41,877.00",72.5,79,66,
"41,878.00",67.5,73,62,
"41,879.00",65.5,71,60,
"41,880.00",75,82,68,
"41,881.00",74,79,69,
"41,882.00",71,78,64,
"41,883.00",75.5,82,69,
"41,884.00",71,80,62,
"41,885.00",71,81,61,
"41,886.00",76.5,85,68,
"41,887.00",72.5,82,63,
"41,888.00",66,75,57,
"41,889.00",65.5,76,55,
"41,890.00",66,74,58,
"41,891.00",69.5,78,61,
"41,892.00",65.5,80,51,
"41,893.00",49,51,47,
"41,894.00",46,50,42,
"41,895.00",49,57,41,
"41,896.00",55,64,46,
"41,897.00",52.5,57,48,
"41,898.00",54.5,65,44,
"41,899.00",57.5,67,48,
"41,900.00",55,59,51,
"41,901.00",62,73,51,
"41,902.00",70.5,78,63,
"41,903.00",55.5,63,48,
"41,904.00",55,68,42,
"41,905.00",63,73,53,
"41,906.00",60.5,70,51,
"41,907.00",63.5,72,55,
"41,908.00",62.5,70,55,
"41,909.00",63,72,54,
"41,910.00",63.5,73,54,
"41,911.00",65.5,82,49,
"41,912.00",49.5,54,45,
"41,913.00",58,64,52,
"41,914.00",68.5,76,61,
"41,915.00",55,66,44,
"41,916.00",43,47,39,
"41,917.00",45,55,35,
"41,918.00",52,58,46,
"41,919.00",56,65,47,
"41,920.00",54,65,43,
"41,921.00",49,58,40,
"41,922.00",47,54,40,
"41,923.00",47.5,60,35,
"41,924.00",48,58,38,
"41,925.00",60,66,54,
"41,926.00",57.5,64,51,
"41,927.00",53,56,50,
"41,928.00",53.5,57,50,
"41,929.00",54,61,47,
"41,930.00",41.5,48,35,
"41,931.00",45.5,56,35,
"41,932.00",54,60,48,
"41,933.00",44.5,49,40,
"41,934.00",43,52,34,
"41,935.00",45.5,58,33,
"41,936.00",56,62,50,
"41,937.00",60.5,69,52,
"41,938.00",50,59,41,
"41,939.00",63.5,75,52,
"41,940.00",57.5,67,48,
"41,941.00",42.5,49,36,
"41,942.00",41.5,51,32,
"41,943.00",39,45,33,
"41,944.00",34.5,42,27,
"41,945.00",38,52,24,
"41,946.00",52,62,42,
"41,947.00",51,59,43,
"41,948.00",45,54,36,
"41,949.00",43.5,50,37,
"41,950.00",39,45,33,
"41,951.00",41.5,46,37,
"41,952.00",42,50,34,
"41,953.00",47.5,56,39,
"41,954.00",39.5,50,29,
"41,955.00",27,31,23,
"41,956.00",27,31,23,
"41,957.00",23,28,18,
"41,958.00",22.5,30,15,
"41,959.00",23,30,16,
"41,960.00",14.5,19,10,
"41,961.00",15,20,10,
"41,962.00",22.5,28,17,
"41,963.00",19.5,25,14,
"41,964.00",21,33,9,
"41,965.00",40.5,48,33,
"41,966.00",48,50,46,
"41,967.00",35.5,47,24,
"41,968.00",23,27,19,
"41,969.00",22.5,31,14,
"41,970.00",19,24,14,
"41,971.00",23.5,33,14,
"41,972.00",39.5,48,31,
"41,973.00",33.5,47,20,
"41,974.00",18,24,12,
"41,975.00",29.5,35,24,
"41,976.00",29,35,23,
"41,977.00",27.5,35,20,
"41,978.00",35,39,31,
"41,979.00",32,38,26,
"41,980.00",34,38,30,
"41,981.00",34.5,36,33,
"41,982.00",33,37,29,
"41,983.00",27.5,31,24,
"41,984.00",27,33,21,
"41,985.00",30,36,24,
"41,986.00",40,47,33,
"41,987.00",46.5,49,44,
"41,988.00",44.5,48,41,
"41,989.00",36.5,44,29,
"41,990.00",25,29,21,
"41,991.00",24,29,19,
"41,992.00",28,31,25,
"41,993.00",29.5,32,27,
"41,994.00",34.5,37,32,
"41,995.00",36.5,40,33,
"41,996.00",41.5,46,37,
"41,997.00",37.5,41,34,
"41,998.00",37.5,41,34,
"41,999.00",42.5,49,36,
"42,000.00",40,50,30,
"42,001.00",28,34,22,
"42,002.00",21,28,14,
"42,003.00",12,17,7,
"42,004.00",10,18,2,
"42,005.00",23,31,15,
"42,006.00",24.5,32,17,
"42,007.00",31,34,28,
"42,008.00",16,34,-2,
"42,009.00",-1.5,3,-6,
"42,010.00",6,11,1,
"42,011.00",0.5,6,-5,
"42,012.00",5,17,-7,
"42,013.00",4.5,9,0,
"42,014.00",9.5,22,-3,
"42,015.00",23.5,30,17,
"42,016.00",17.5,23,12,
"42,017.00",15.5,19,12,
"42,018.00",12,20,4,
"42,019.00",27.5,36,19,
"42,020.00",29,32,26,
"42,021.00",36.5,42,31,
"42,022.00",38.5,42,35,
"42,023.00",34,36,32,
"42,024.00",32.5,35,30,
"42,025.00",29,31,27,
"42,026.00",30,34,26,
"42,027.00",29.5,33,26,
"42,028.00",36.5,42,31,
"42,029.00",28,34,22,
"42,030.00",22.5,28,17,
"42,031.00",28,30,26,
"42,032.00",27,34,20,
"42,033.00",30,35,25,
"42,034.00",23,28,18,
"42,035.00",28,37,19,
"42,036.00",21,29,13,
"42,037.00",12,17,7,
"42,038.00",13.5,22,5,
"42,039.00",14,20,8,
"42,040.00",8.5,16,1,
"42,041.00",21,28,14,
"42,042.00",27.5,36,19,
"42,043.00",30,37,23,
"42,044.00",23.5,26,21,
"42,045.00",26,29,23,
